"date","stationReference","daily_rainfall","lat","long"
2023-09-23,"EdgeH1",1.6,53.560463,-2.873303
2023-09-23,"Egerton1",2.7,53.636515,-2.448375
2023-09-23,"Greens1",2.1,54.548278,-2.983943
2023-09-23,"NelsonGC",0.2,53.820527,-2.210336
2023-09-23,"VCHURCH-T_TG_341",0,52.023749,-2.92175
2023-09-24,"000008",1.4,53.480556,-1.441674
2023-09-24,"000028",3.6,53.500289,-1.673575
2023-09-24,"000075TP",0,51.084022,-0.214597
2023-09-24,"000076TP",0.2,51.701508,-0.747539
2023-09-24,"000180TP",0,51.618838,0.173236
2023-09-24,"000181TP",0,51.730021,0.040992
2023-09-24,"000182TP",0,51.885257,-0.156869
2023-09-24,"000900",1.6,55.591879,-1.854785
2023-09-24,"000997",2,55.58067,-1.645446
2023-09-24,"003066",6.6,55.350136,-2.171067
2023-09-24,"003232",6.4,55.312483,-1.909373
2023-09-24,"004942",5.4,55.347002,-1.630189
2023-09-24,"005588",4.6,55.174997,-1.521877
2023-09-24,"005782",12.6,55.154354,-1.944254
2023-09-24,"006077",10.6,55.207377,-2.040032
2023-09-24,"006403",9,55.237908,-1.918977
2023-09-24,"007292",9.4,55.033951,-1.969453
2023-09-24,"008062",5.4,55.132825,-1.538065
2023-09-24,"008850",9,55.255608,-2.540374
2023-09-24,"010312",9.6,55.143004,-2.375693
2023-09-24,"010660",9.2,55.320859,-2.396284
2023-09-24,"013045",14.5,54.742208,-2.378185
2023-09-24,"013336",9,54.774946,-2.516845
2023-09-24,"013553",9.2,54.820161,-2.445834
2023-09-24,"013878",6,54.871077,-2.52275
2023-09-24,"014555",4.8,54.97002,-2.500603
2023-09-24,"015313",6.4,55.010561,-2.08518
2023-09-24,"015347",7,54.804602,-2.221644
2023-09-24,"016140",4,54.960162,-2.160033
2023-09-24,"017651",5,55.000299,-1.68497
2023-09-24,"018777",2.8,54.860973,-1.670477
2023-09-24,"019271",5.6,55.033344,-1.614307
2023-09-24,"021028",0,54.938987,-1.393566
2023-09-24,"021228",7,54.747962,-2.235316
2023-09-24,"022163",6.6,54.761631,-1.902834
2023-09-24,"022994",2.8,54.624106,-1.870637
2023-09-24,"023164",0.8,54.610418,-1.740626
2023-09-24,"023839",4.8,54.829815,-1.807716
2023-09-24,"025394",1,54.894495,-1.489343
2023-09-24,"025878",1.6,54.823818,-1.36572
2023-09-24,"026090",1.4,54.760776,-1.340287
2023-09-24,"026297",0.8,54.701508,-1.198486
2023-09-24,"026644",9.8,54.656189,-2.285935
2023-09-24,"026958",9,54.683225,-2.252002
2023-09-24,"028185",4.2,54.560368,-1.983723
2023-09-24,"028502",5.8,54.504568,-2.141258
2023-09-24,"030377",1.6,54.526112,-1.506309
2023-09-24,"031555",3.4,54.469846,-1.099639
2023-09-24,"0323SO",0,51.246536,0.022379
2023-09-24,"032822",1.8,54.633845,-1.480219
2023-09-24,"033108NE",0,54.543358,-1.201588
2023-09-24,"034091",0.8,54.596104,-1.039588
2023-09-24,"034459",0,54.518191,-0.964175
2023-09-24,"035024NE",2.6,54.505434,-0.84558
2023-09-24,"035103",1.8,54.541989,-0.815179
2023-09-24,"035302",1.6,54.517093,-0.752561
2023-09-24,"035305",2,54.486239,-0.724171
2023-09-24,"035488",3.6,54.438313,-0.976984
2023-09-24,"036225",2,54.344552,-0.754715
2023-09-24,"036487",2.4,54.408361,-0.754323
2023-09-24,"036704",0.8,54.434842,-0.550006
2023-09-24,"037239",1.8,54.27325,-0.422074
2023-09-24,"037292",0.8,54.204227,-0.30358
2023-09-24,"037973",2.6,54.297778,-1.167931
2023-09-24,"038179",1.6,54.105159,-0.642597
2023-09-24,"038476",0.6,54.107252,-0.128568
2023-09-24,"039163",1.2,54.100377,-0.208409
2023-09-24,"039268",1.4,54.04064,-0.241524
2023-09-24,"040492",1,53.6913,-0.031959
2023-09-24,"040752",1.4,53.983799,-0.227143
2023-09-24,"041238",1.4,53.867134,-0.367439
2023-09-24,"041917",2.4,53.805201,-0.309101
2023-09-24,"043533",1,53.999217,-0.43093
2023-09-24,"046222",2.2,53.719928,-0.676248
2023-09-24,"047281",14.6,54.275194,-2.263325
2023-09-24,"047439",10,54.31489,-2.180572
2023-09-24,"049902",6.6,54.130296,-1.656404
2023-09-24,"051729",7,54.413883,-1.988402
2023-09-24,"052287",1.4,54.409101,-1.735735
2023-09-24,"054371",3.8,54.419203,-1.515299
2023-09-24,"054507",1.6,54.382707,-1.394093
2023-09-24,"054604",2.4,54.32908,-1.456389
2023-09-24,"055R0521E_TG_326",7,52.221039,-2.984386
2023-09-24,"056505",0.6,54.073241,-1.337477
2023-09-24,"057426",14.8,54.18467,-1.901124
2023-09-24,"058461",1.2,53.979278,-1.646973
2023-09-24,"059793",1.2,53.966652,-1.115089
2023-09-24,"060947",9,54.218703,-2.195488
2023-09-24,"061431",11.6,54.163943,-2.152346
2023-09-24,"062046",6.8,54.071438,-1.913617
2023-09-24,"063518",1.4,53.876425,-1.532241
2023-09-24,"068762",3.4,54.368186,-0.974109
2023-09-24,"070365",1.6,54.244415,-0.80684
2023-09-24,"073422",11,54.100116,-2.164345
2023-09-24,"074108",3.4,53.911448,-2.098144
2023-09-24,"074329",4.4,53.986087,-1.999194
2023-09-24,"074385",4,53.947438,-2.020525
2023-09-24,"0744SE",0,51.266892,0.857627
2023-09-24,"074924",1.2,53.829697,-1.976406
2023-09-24,"075233",1.2,53.79732,-1.924807
2023-09-24,"075497",0.7,53.815189,-1.823015
2023-09-24,"076204",1.4,53.787777,-1.627332
2023-09-24,"076413",1.4,53.83349,-1.58894
2023-09-24,"077066",3.4,53.70469,-2.135531
2023-09-24,"077256",3.8,53.798228,-2.056887
2023-09-24,"077336",3.8,53.77754,-2.084173
2023-09-24,"077800",3,53.636457,-2.005248
2023-09-24,"077836",2.2,53.657107,-1.925056
2023-09-24,"077952",1.2,53.772138,-1.90361
2023-09-24,"078530",2.6,53.592394,-1.929702
2023-09-24,"078772",3.6,53.552738,-1.824111
2023-09-24,"078922",3,53.60567,-1.766463
2023-09-24,"079621",1.1,53.698015,-1.667505
2023-09-24,"080282",0,53.679365,-1.478411
2023-09-24,"082509",4.8,53.367029,-1.59795
2023-09-24,"082672",2,53.324572,-1.539797
2023-09-24,"082732",4.2,53.352459,-1.545506
2023-09-24,"083280",3.6,53.194682,-1.434915
2023-09-24,"083534",1.6,53.250698,-1.498624
2023-09-24,"084532",1.2,53.366844,-1.351488
2023-09-24,"085322",0.8,53.571934,-1.588459
2023-09-24,"085960",0.6,53.527019,-1.385249
2023-09-24,"086575",0.6,53.591095,-1.271011
2023-09-24,"0924SE",0,51.251014,1.322456
2023-09-24,"0925SE",0,51.207877,1.383789
2023-09-24,"1023SE",0,51.294661,1.108973
2023-09-24,"1040",2.6,52.309441,-1.774803
2023-09-24,"1045",2.2,52.362576,-1.508732
2023-09-24,"1082",0.8,52.186855,-1.418519
2023-09-24,"1086",1.8,52.174506,-1.736002
2023-09-24,"1087",1.6,52.067173,-1.611177
2023-09-24,"1112",4.6,51.684691,-2.162673
2023-09-24,"1119",3.6,52.031946,-2.435056
2023-09-24,"1121",1,52.718322,-2.717219
2023-09-24,"1140",0,51.875411,-2.019556
2023-09-24,"1141",6.4,51.777374,-2.093434
2023-09-24,"1155",0.8,52.417004,-1.12584
2023-09-24,"1165",1,52.205609,-1.605581
2023-09-24,"1201",3.4,52.343809,-1.955178
2023-09-24,"1331",2.2,52.596394,-2.471631
2023-09-24,"1332",5.2,52.589321,-2.78744
2023-09-24,"1335",6.6,52.863499,-3.123644
2023-09-24,"1339",2.2,52.718219,-2.570654
2023-09-24,"1387",2.2,52.424304,-3.172736
2023-09-24,"1403SE",0,51.130603,1.318089
2023-09-24,"1409",2.2,52.59735,-3.029712
2023-09-24,"1412",5.8,52.47914,-2.975413
2023-09-24,"1413",4.6,52.325619,-2.226643
2023-09-24,"14880",0,50.671665,-1.399223
2023-09-24,"1548",4.4,52.408068,-2.335847
2023-09-24,"1552",3.6,52.541438,-2.193841
2023-09-24,"1602",2.8,52.05292,-2.737138
2023-09-24,"1603",3.2,52.224678,-2.731196
2023-09-24,"1606",6.2,51.952233,-2.735485
2023-09-24,"1687",7,52.016552,-2.653481
2023-09-24,"1712",1.6,52.639137,-2.325793
2023-09-24,"1713",0.6,52.84224,-2.872181
2023-09-24,"1740",1.4,52.392235,-1.324715
2023-09-24,"1747",1.8,52.806646,-2.49764
2023-09-24,"1748",6.8,52.481743,-2.579368
2023-09-24,"1760",4,52.140634,-1.974376
2023-09-24,"1761",3.6,52.051393,-1.762976
2023-09-24,"1769",3.4,52.199933,-2.097246
2023-09-24,"1770",1.2,52.288216,-1.222206
2023-09-24,"1771",3,52.911156,-2.637129
2023-09-24,"1772",10,51.793782,-2.615455
2023-09-24,"1773",2.4,52.222319,-2.17488
2023-09-24,"1774",5.2,52.338976,-2.542273
2023-09-24,"1775",2.1,52.27751,-1.599081
2023-09-24,"1792",4.8,52.307409,-2.728158
2023-09-24,"1793",5,52.518531,-2.881966
2023-09-24,"1794",6.2,51.87509,-2.275208
2023-09-24,"1812",6.4,51.89986,-2.41343
2023-09-24,"1813",4.6,51.749956,-2.336734
2023-09-24,"1814",3.6,52.481443,-1.558947
2023-09-24,"1817",2.4,52.708345,-2.980518
2023-09-24,"1819",4.8,52.178577,-2.411624
2023-09-24,"1822SO",0,50.811276,0.219288
2023-09-24,"1930",3.6,52.080849,-2.563945
2023-09-24,"2321SO",0,50.83729,-0.377415
2023-09-24,"237740TP",0,51.600133,0.258985
2023-09-24,"238605TP",0,51.722932,0.136235
2023-09-24,"238777TP",0,51.736595,0.223782
2023-09-24,"238944TP",0,51.677024,0.235326
2023-09-24,"239258TP",0,51.664377,0.040933
2023-09-24,"239374TP",0,51.575345,0.041271
2023-09-24,"239579TP",0,51.527809,0.085279
2023-09-24,"240201TP",0,51.884151,-0.454782
2023-09-24,"240350TP",0,51.813497,-0.287465
2023-09-24,"240470TP",0,51.775264,-0.196143
2023-09-24,"240662TP",0,51.937159,-0.384591
2023-09-24,"240816TP",0,51.873475,-0.269208
2023-09-24,"241243TP",0,51.950719,-0.145455
2023-09-24,"241790TP",0,51.871184,-0.064476
2023-09-24,"241961TP",0,51.97304,-0.025147
2023-09-24,"242534TP",0,51.807828,-0.03963
2023-09-24,"242819TP",0,51.827809,0.054118
2023-09-24,"243045TP",0,51.965517,0.147752
2023-09-24,"243131TP",0,51.897439,0.182296
2023-09-24,"244027TP",0,51.769108,0.016666
2023-09-24,"244569TP",0,51.727077,-0.10539
2023-09-24,"245176TP",0,51.588712,-0.112596
2023-09-24,"246424TP",0,51.501145,-0.205547
2023-09-24,"246726TP",0,51.610639,-0.312441
2023-09-24,"247281TP",0,51.67255,-0.366544
2023-09-24,"247344TP",0,51.550032,-0.415648
2023-09-24,"247540TP",0,51.479469,-0.451216
2023-09-24,"248332TP",0.8,51.672207,-1.952948
2023-09-24,"248965TP",4.6,51.792696,-2.00792
2023-09-24,"249744TP",0.9,51.568666,-1.811661
2023-09-24,"251530TP",0.4,51.689762,-1.679516
2023-09-24,"251556TP",5.5,51.826782,-1.862825
2023-09-24,"253340TP",2.7,51.878717,-1.737736
2023-09-24,"253861TP",0.9,51.794582,-1.562775
2023-09-24,"254336TP",0.4,51.774757,-1.357157
2023-09-24,"254829TP",1.9,51.938474,-1.573015
2023-09-24,"256230TP",0.5,51.749085,-1.272057
2023-09-24,"256345TP",1,52.168732,-1.235988
2023-09-24,"257039TP",1.1,52.072227,-1.333928
2023-09-24,"259110TP",0.1,51.886777,-1.156503
2023-09-24,"260221TP",0,51.63431,-1.505077
2023-09-24,"261021TP",0,51.653876,-1.288038
2023-09-24,"261602TP",0,51.772802,-0.689041
2023-09-24,"261923TP",0,51.825767,-0.852925
2023-09-24,"263541TP",0.1,51.741752,-1.120101
2023-09-24,"264254TP",0.4,51.617635,-1.115281
2023-09-24,"264845TP",0,51.532367,-1.135676
2023-09-24,"265038TP",0.5,51.543602,-1.343114
2023-09-24,"265415TP",0,51.465368,-1.197403
2023-09-24,"266474TP_TEMPNo",1.9,51.427328,-1.724504
2023-09-24,"267661TP",2.6,51.388049,-1.53073
2023-09-24,"268851TP",0.6,51.462587,-1.327004
2023-09-24,"269627TP",0.4,51.345161,-1.239706
2023-09-24,"270397",0,51.44172,-0.937391
2023-09-24,"2705SO",0,50.759531,-0.787028
2023-09-24,"270669TP",0,51.292403,-1.035495
2023-09-24,"271491TP",0.1,51.330311,-0.763419
2023-09-24,"274178TP",0.4,51.667285,-0.923447
2023-09-24,"274918TP",0,51.440044,-0.766213
2023-09-24,"276316TP",0,51.718037,-0.217242
2023-09-24,"276651TP",0,51.755019,-0.285332
2023-09-24,"276956TP",0,51.828295,-0.446536
2023-09-24,"277407TP",0,51.686586,-0.341445
2023-09-24,"278744TP",0,51.690006,-0.530846
2023-09-24,"279941TP",0,51.396984,-0.540252
2023-09-24,"280826TP",0,51.226121,-0.774805
2023-09-24,"281186TP",0.1,51.119894,-0.851916
2023-09-24,"282290TP",0.1,51.143947,-0.512508
2023-09-24,"282781TP",0,51.256125,-0.566214
2023-09-24,"283596TP",0.1,51.341055,-0.599459
2023-09-24,"284703TP",0,51.178085,-0.133707
2023-09-24,"285630TP",0,51.288167,-0.337196
2023-09-24,"286392TP",0,51.400709,-0.284238
2023-09-24,"287141TP",0,51.362722,-0.209526
2023-09-24,"287283TP",0,51.449283,-0.224851
2023-09-24,"287451TP",0.4,51.308021,-0.16144
2023-09-24,"287722TP",0,51.344874,-0.103964
2023-09-24,"287864TP",0,51.380452,-0.135546
2023-09-24,"287946TP",0,51.415955,-0.162865
2023-09-24,"288092TP",0,51.4214,-0.109429
2023-09-24,"288504TP",0,51.349274,0.009666
2023-09-24,"289102TP",0,51.476541,-0.017866
2023-09-24,"290007TP",0,51.507135,0.134772
2023-09-24,"290200TP",0,51.280521,0.134285
2023-09-24,"290320",0,51.292886,0.195101
2023-09-24,"290578TP",0,51.367354,0.204407
2023-09-24,"291241TP",0,51.367559,0.09523
2023-09-24,"291477TP",0,51.458979,0.11237
2023-09-24,"294323",0,51.206865,0.129446
2023-09-24,"300001TP",0.1,51.13979,-0.960059
2023-09-24,"300874",0,51.373888,1.173263
2023-09-24,"3014",2.8,52.886657,-2.182004
2023-09-24,"3015",3.4,52.808314,-1.74405
2023-09-24,"301666",0,51.131926,0.967934
2023-09-24,"3025",1.4,52.701554,-2.119078
2023-09-24,"3026",2.4,52.79928,-2.275079
2023-09-24,"305111",0,51.098221,1.155768
2023-09-24,"3057",1.8,52.730505,-1.571247
2023-09-24,"3096",1.8,52.615214,-2.152813
2023-09-24,"3099",2,52.807639,-1.889433
2023-09-24,"3100",3.4,52.830414,-1.607371
2023-09-24,"3110",1.8,53.122311,-2.011159
2023-09-24,"3165",5,52.399545,-2.050654
2023-09-24,"3167",5,52.419334,-1.990391
2023-09-24,"3173",3.4,53.017139,-1.981319
2023-09-24,"3178",4.8,52.999107,-1.06794
2023-09-24,"3179",0.8,52.69041,-0.920654
2023-09-24,"3185",4.8,52.407451,-1.784594
2023-09-24,"3198",1.8,52.530102,-1.383041
2023-09-24,"3201",1.2,52.579333,-1.532878
2023-09-24,"3275",3.6,52.635078,-1.944539
2023-09-24,"3288",1.2,52.542109,-1.696942
2023-09-24,"3307",4,53.196879,-1.901908
2023-09-24,"3323",5.4,53.025808,-1.723384
2023-09-24,"3339",2.3,52.55502,-1.878268
2023-09-24,"3340",4.2,52.446032,-1.746153
2023-09-24,"3346",3.6,52.95331,-2.040883
2023-09-24,"3347",3.4,52.905076,-2.37685
2023-09-24,"3349",6.8,52.901997,-1.860947
2023-09-24,"3380",6.2,53.405172,-1.738982
2023-09-24,"3404",4,53.287863,-1.579192
2023-09-24,"340767",5.4,50.968137,-1.918056
2023-09-24,"3441",4.6,53.134445,-1.432716
2023-09-24,"3570",5.2,53.029694,-1.914215
2023-09-24,"3571",1.6,53.105132,-2.154547
2023-09-24,"3572",5.4,53.311933,-1.898644
2023-09-24,"3574",2.2,52.897659,-1.359998
2023-09-24,"3576",6.4,53.093957,-1.658736
2023-09-24,"3588",6.4,52.958861,-1.577925
2023-09-24,"3601",0.6,53.231399,-0.806723
2023-09-24,"3602",1.6,52.813347,-0.803365
2023-09-24,"3603",2.6,53.079174,-0.867665
2023-09-24,"3604",0.8,53.223303,-1.115505
2023-09-24,"3610",1.4,52.655516,-1.302927
2023-09-24,"3611",1.6,53.485476,-0.775492
2023-09-24,"3629",1.2,52.78808,-1.097664
2023-09-24,"3641",1.8,52.738326,-1.320862
2023-09-24,"3642",1.6,52.762972,-1.234524
2023-09-24,"3652",1.4,52.836792,-1.251041
2023-09-24,"3683",0.8,52.697431,-1.117291
2023-09-24,"3686",1,52.544833,-1.031877
2023-09-24,"3687",0.4,52.723063,-0.765859
2023-09-24,"3688",0.6,52.6315,-1.077247
2023-09-24,"3766",5,53.005795,-1.251101
2023-09-24,"3767",6,53.022009,-1.417793
2023-09-24,"3771",3,52.948025,-1.088386
2023-09-24,"3773",3.6,53.032232,-1.050823
2023-09-24,"3774",1.2,53.579885,-0.869434
2023-09-24,"3775",4,53.07731,-1.190151
2023-09-24,"3778",1.8,52.687955,-1.796533
2023-09-24,"3779",2,53.591168,-0.7392
2023-09-24,"3781",0,52.49028,-1.866665
2023-09-24,"3782",1.6,52.736673,-1.993285
2023-09-24,"380002TP",0,51.571638,-0.289354
2023-09-24,"3816",2.8,53.130665,-1.23847
2023-09-24,"3860",1.6,53.407215,-1.191422
2023-09-24,"3861",1.4,53.521199,-1.045964
2023-09-24,"3996",1.4,52.897989,-0.911045
2023-09-24,"3998",1.6,53.396184,-0.931457
2023-09-24,"3999",1,52.564065,-1.199634
2023-09-24,"417417TP",0,51.466604,-0.571144
2023-09-24,"43102",2.798,51.067961,-2.063451
2023-09-24,"43103",1.839,51.164146,-1.894828
2023-09-24,"43104",2.3,51.220377,-1.669896
2023-09-24,"43105",1.552,51.358394,-1.927417
2023-09-24,"43200",4.9,51.044768,-2.4129
2023-09-24,"43201",6.5,51.085428,-2.353299
2023-09-24,"43202",5.2,50.896473,-2.390258
2023-09-24,"43203",2.9,51.03167,-2.281587
2023-09-24,"43204",3.8,50.864669,-2.139905
2023-09-24,"43205",1.4,50.755028,-1.936857
2023-09-24,"43206",0.3,50.755798,-1.814938
2023-09-24,"43228",4.1,50.968057,-2.158729
2023-09-24,"44100",6.3,50.778033,-2.848812
2023-09-24,"44101",9.8,50.800366,-2.738533
2023-09-24,"44103",2.5,50.707087,-2.698828
2023-09-24,"44104",2.399,50.670369,-2.493095
2023-09-24,"44132",1.3,50.658982,-2.415165
2023-09-24,"44200",9.997,50.837132,-2.59994
2023-09-24,"44201",0,50.613852,-1.958246
2023-09-24,"44213",15.3,50.825864,-2.686403
2023-09-24,"44214",9.4,50.842091,-2.502005
2023-09-24,"44215",4.1,50.743404,-2.638425
2023-09-24,"45100",20.2,51.161592,-3.769689
2023-09-24,"45102",13.9,51.129849,-3.534087
2023-09-24,"45108",4.3,50.884946,-3.487642
2023-09-24,"45115",6.3,50.601997,-3.530985
2023-09-24,"45158",12.1,51.06991,-3.643436
2023-09-24,"45164",3.5,50.614674,-3.380154
2023-09-24,"45166",11.6,50.859966,-3.239613
2023-09-24,"45167",10.7,50.908664,-3.226683
2023-09-24,"45168",9.5,50.973456,-3.383642
2023-09-24,"45169",4.5,50.80015,-3.436698
2023-09-24,"45183",19.3,51.114443,-3.795033
2023-09-24,"45184",3.4,50.728619,-3.475599
2023-09-24,"45185",7.8,51.046267,-3.459994
2023-09-24,"45186",5.1,50.67998,-3.408962
2023-09-24,"45204",13.5,50.816541,-3.085152
2023-09-24,"45208",8.6,50.850579,-2.888483
2023-09-24,"45230",8,50.752768,-3.256625
2023-09-24,"45231",12.6,50.76725,-2.963477
2023-09-24,"45232",10.9,50.882121,-3.092361
2023-09-24,"45236",14.1,50.776987,-3.176428
2023-09-24,"45268",5.8,50.701123,-3.117886
2023-09-24,"46100",13.397,50.390977,-3.70144
2023-09-24,"46103",17.5,50.47913,-3.760983
2023-09-24,"46104",10.6,50.53756,-3.702476
2023-09-24,"46106",31.9,50.548234,-3.940001
2023-09-24,"46107",24.9,50.58221,-3.897607
2023-09-24,"46108",16.6,50.641897,-3.877381
2023-09-24,"46151",4.4,50.26339,-3.811942
2023-09-24,"46160",48.7,50.473478,-3.89184
2023-09-24,"46161",7.5,50.384444,-3.523968
2023-09-24,"46167",18.1,50.592206,-3.717163
2023-09-24,"46168",9.1,50.680022,-3.738768
2023-09-24,"46169",28,50.516559,-3.841369
2023-09-24,"47101",5.6,50.804076,-4.356504
2023-09-24,"47102",5.3,50.766684,-4.425535
2023-09-24,"47105",12.196,50.686858,-4.234529
2023-09-24,"47106",12.997,50.562235,-4.481386
2023-09-24,"47108",23.993,50.586706,-4.106872
2023-09-24,"47112",15.9,50.440912,-4.010253
2023-09-24,"47113",15.7,50.418385,-3.960029
2023-09-24,"47144",9.194,50.677206,-4.612016
2023-09-24,"47155",10.197,50.416367,-4.126049
2023-09-24,"47156",40.8,50.700026,-4.056719
2023-09-24,"47157",16.8,50.431628,-4.270363
2023-09-24,"47158",9.7,50.771514,-4.228634
2023-09-24,"47159",6.597,50.644847,-4.529589
2023-09-24,"47160",5,50.877791,-4.488167
2023-09-24,"47161",17.8,50.516447,-4.209541
2023-09-24,"47163",4.502,50.366737,-4.230702
2023-09-24,"47164",29.398,50.501188,-4.060758
2023-09-24,"47166",42.203,50.549928,-3.999359
2023-09-24,"47167",9.1,50.377366,-3.992093
2023-09-24,"47168",9.196,50.660116,-4.359193
2023-09-24,"47170",20,50.546683,-4.319646
2023-09-24,"475212_TG_354",5,52.205774,-2.572843
2023-09-24,"48100",7.196,50.127328,-5.568494
2023-09-24,"48102",5.7,50.223298,-5.305022
2023-09-24,"48103",7.797,50.1602,-5.114418
2023-09-24,"48105",3.9,50.303659,-5.098505
2023-09-24,"48106",6.6,50.390633,-4.752406
2023-09-24,"48148",6.2,50.171774,-5.437334
2023-09-24,"48155",5.3,50.593242,-4.743017
2023-09-24,"48157",6.402,50.286686,-4.810984
2023-09-24,"48159",9.3,50.222785,-5.161963
2023-09-24,"48169",11,50.191057,-5.514391
2023-09-24,"48170",7.997,50.131262,-5.251088
2023-09-24,"48171",5.2,50.035296,-5.208282
2023-09-24,"48180",7.794,50.382625,-4.896844
2023-09-24,"48181",6.2,50.339136,-4.836569
2023-09-24,"48182",6.396,50.249425,-5.040268
2023-09-24,"48192",6.3,50.238386,-5.248557
2023-09-24,"48199",4.9,50.356962,-4.730773
2023-09-24,"490001TP",0,51.903913,0.021245
2023-09-24,"49101",6.3,50.481782,-4.701312
2023-09-24,"49102",9.9,50.382424,-4.56061
2023-09-24,"49104",12.799,50.509966,-4.568918
2023-09-24,"49105",7.194,50.558792,-4.637937
2023-09-24,"49108",5.9,50.733448,-4.549952
2023-09-24,"49147",3.2,50.391624,-5.071876
2023-09-24,"49149",8.8,50.679797,-4.695684
2023-09-24,"49151",0,50.480775,-4.463019
2023-09-24,"49162",3.9,50.438007,-4.948114
2023-09-24,"49171",1.85,50.419841,-4.409173
2023-09-24,"49172",4.6,50.589351,-4.830395
2023-09-24,"50101",10.5,50.975364,-4.291091
2023-09-24,"50103",8.7,50.880864,-4.152815
2023-09-24,"50105",19.8,50.703195,-3.977548
2023-09-24,"50106",6.7,50.737466,-3.91805
2023-09-24,"50109",9.4,50.985116,-3.661811
2023-09-24,"50110",6.6,51.016891,-3.822629
2023-09-24,"50111",8.6,51.163435,-3.937101
2023-09-24,"50112",16.2,51.219415,-3.751859
2023-09-24,"50187",9.8,50.909721,-4.380331
2023-09-24,"50188",7.5,51.178491,-4.106562
2023-09-24,"50194",6.8,51.024089,-4.236452
2023-09-24,"50199",2.3,50.873373,-3.798545
2023-09-24,"510001",0,51.838464,0.162023
2023-09-24,"51102",9.682,51.117739,-3.349372
2023-09-24,"51124",10.663,51.207152,-3.536655
2023-09-24,"51125",12.068,51.193548,-3.612054
2023-09-24,"51126",5.2,51.124753,-3.200962
2023-09-24,"51127",26.39,51.163886,-3.611019
2023-09-24,"52100",9.795,51.054044,-3.336105
2023-09-24,"52101",8.198,50.971757,-3.122948
2023-09-24,"52102",1.291,51.064754,-2.737025
2023-09-24,"52103",7.6,50.902608,-2.632068
2023-09-24,"52105",3.621,51.134741,-2.999693
2023-09-24,"52129",12.8,50.875913,-2.981351
2023-09-24,"52147",2.513,51.053779,-2.892367
2023-09-24,"52148",12.2,50.853381,-2.745053
2023-09-24,"52149",5.309,50.937299,-2.527224
2023-09-24,"52150",3.1,51.005958,-2.643449
2023-09-24,"52201",6.2,51.270102,-2.682969
2023-09-24,"52203",3.798,51.408672,-2.666341
2023-09-24,"52210",3,51.116625,-2.434971
2023-09-24,"52222",2.799,51.133861,-2.392257
2023-09-24,"52223",4.565,51.393485,-2.917648
2023-09-24,"52224",5.189,51.173877,-2.508462
2023-09-24,"52225",2.606,51.260327,-2.806074
2023-09-24,"52227",2.037,51.183161,-2.90631
2023-09-24,"52228",3.4,51.440951,-2.8222
2023-09-24,"53100",3.8,51.633453,-2.15382
2023-09-24,"53101",5.4,51.602099,-2.455479
2023-09-24,"53102",2.898,51.549024,-2.052583
2023-09-24,"53103",2.34,51.530109,-1.896872
2023-09-24,"53104",7.8,51.538159,-2.480793
2023-09-24,"53106",3.4,51.474338,-2.127367
2023-09-24,"53107",3.077,51.416755,-2.485269
2023-09-24,"53108",3.4,51.38314,-2.325412
2023-09-24,"53109",1.4,51.360132,-2.138539
2023-09-24,"53110",2,51.341928,-2.266258
2023-09-24,"531101",4.598,51.633863,-2.371995
2023-09-24,"531108",4.516,51.237472,-2.325815
2023-09-24,"53111",7,51.315105,-2.495674
2023-09-24,"53113",2,51.290973,-1.963375
2023-09-24,"53114",9.159,51.230621,-2.486172
2023-09-24,"53115",8.631,51.210084,-2.450167
2023-09-24,"531172",13.199,51.277706,-2.608531
2023-09-24,"531175",3.2,51.546033,-2.267448
2023-09-24,"531178",4.811,51.596598,-2.146477
2023-09-24,"531179",3.798,51.460233,-2.609517
2023-09-24,"531184",2.2,51.236826,-2.216949
2023-09-24,"53159",5.54,51.366659,-2.621201
2023-09-24,"540001RG",1.2,51.527809,0.085279
2023-09-24,"550148",1.4,53.410189,-3.10942
2023-09-24,"551440",0.4,53.276556,-2.854006
2023-09-24,"551706",2.3,53.055708,-2.6691
2023-09-24,"552376",0.8,52.965913,-2.459268
2023-09-24,"553564",1.5,53.113166,-2.501173
2023-09-24,"554472",1.1,53.169907,-2.103919
2023-09-24,"555207",0.6,53.114913,-2.221812
2023-09-24,"558016",0,53.24456,-1.997705
2023-09-24,"558491",1.1,53.38925,-1.919511
2023-09-24,"558844",1.9,53.49079,-1.883147
2023-09-24,"559100R",0,53.45937,-1.93444
2023-09-24,"559586",2,53.534889,-2.012778
2023-09-24,"559969",0.8,53.459311,-2.134747
2023-09-24,"560557",1.3,53.431001,-2.352893
2023-09-24,"560631",3.4,53.718989,-2.194675
2023-09-24,"560943",4.4,53.697953,-2.353609
2023-09-24,"561299",1.6,53.65712,-2.049131
2023-09-24,"561613",2,53.663285,-2.180798
2023-09-24,"562417",1.6,53.60958,-2.440532
2023-09-24,"562656",0.2,53.539768,-2.35078
2023-09-24,"562992_",1.9,53.535499,-2.263235
2023-09-24,"563170",1.6,53.53478,-2.162144
2023-09-24,"564154",0,53.497891,-2.499671
2023-09-24,"564160",0.3,53.381621,-2.570469
2023-09-24,"564595",1.6,53.240041,-2.077118
2023-09-24,"564769",0.4,53.300189,-2.155251
2023-09-24,"567866",3.8,53.460365,-2.916431
2023-09-24,"569323",2.2,53.678587,-2.942358
